id,pmkSong,fnkArtist_id,fldTerms,fldTitle,fldYear
4650,SOHBIHW12AB0187243,ARYDFJA1241B9CBFF2,chanson,Les Scieurs De Long,0
4651,SOOQKAN12AB01846F9,ARGIABO1187FB4B3B5,country rock,How Great Thou Art,0
4652,SOUTLPX12A8C133854,AR8IEZO1187B99055E,soundtrack,Fruits & Nuts,0
4653,SOENOKK12AB018642B,ARYDFJA1241B9CBFF2,chanson,Mes Belles Amourettes,0
4654,SOSYXIB12AB017D41D,ARCZ42S1187B98C0D7,bass music,Bass To Bass,0
4655,SOSXESK12AB0180414,ARZDUML1187B9AD101,heavy metal,All Or Nothing,0
4656,SOMXGZH12A8C138775,ARRO4O51187B993066,downtempo,Dubbaq,0
4657,SOUIRNB12AB0181C46,ARTWNNQ1187B9A15BC,lovers rock,Out Of My Mind,0
4658,SOVPIUN12A6D4F8F1E,ARWDEEB11E2835E73C,blues-rock,Stay With Me,1971
4659,SOJZWRA12AB018D029,AR0I2BV1187FB3D89F,parody,And Still I Wither,1999
4660,SOZYQDX12AB017F658,ARPTYXP1187B9A1B86,blues-rock,Crazy,2009
4661,SOLSWAC12AAF3B5258,AR84BEJ1187FB58F65,easy listening,The Bad And The Beautiful,0
4662,SONYFHJ12A8C13CAB8,ARL6UP41187FB5C604,trip hop,Desde el este,2007
4663,SORWHKK12A8C13F549,ARNWBIU11F50C505F4,stand-up comedy,Finish the Job,0
4664,SORMJDF12A8C13C321,ARI2JSK1187FB496EF,jazz funk,"The Marquis and the Scaffold (From ""Quills"")",0
4665,SOKIAJX12A6D4FA7F3,ARHBWOZ1187FB3FD53,new beat,Hiroshima,0
4666,SONBILX12AB0188421,ARA0YAE1187B9B1D16,hard trance,Ms. Marseilles,0
4667,SOXWZTG12A8C13AF7C,ARAEX7Y1187FB42D36,dance pop,Let Me Show You The Way (Out),2002
4668,SOBRJMH12AB018B853,AREB9421187FB458EF,country rock,If I Miss You Again Tonight,0
4669,SOVGXVD12A58A7D23B,ARXOTQH1187FB57084,r&b,I Love U,0
4670,SOUZXYV12A8C13CADA,ARIUQZL1187FB4303B,humppa,Nuoruusmuistoja,2002
4671,SORLCKK12A58A7BAB4,ARUUXNF1187B98FB36,ccm,After Lovin You (Love Life Album Version),1991
4672,SOZTGFX12AB0181283,AR60ZZX1187FB52E29,gangster rap,Beef,2009
4673,SOYWFOK12AB0187CC0,AR4NTMG1187B9B5C17,breakcore,Find The Office,0
4674,SODDIDB12A8AE463BD,AR6AGJV1187FB504BA,chill-out,Quasar,2006
4675,SOKVWHI12AB018B0AA,ARXRMXD12086C1309C,zouk,Swing,0
4676,SOAAQAB12A8AE4769F,ARPATQ21187B9ACAFC,alternative dance,"Wrote For Luck (12"" - Remastered version)",1988
4677,SOJMWVB12A8C14216A,ARWD6SL1187B9B5D31,hard trance,Ahmea,2000
4678,SOHKXRA12AB017CB5C,ARLZ6BF1187FB3DD6A,chanson,Le Bagad De Lann Bihoue,0
4679,SOSZPEW12AB018287A,AROGHQQ1187B9890E3,visual kei,Street Sh***,0
4680,SOWXNPJ12AB0185A17,AR1GW0U1187B9B29FD,disco,Dance To The Music Of The World - Original Re-Mix (Practice Session),0
4681,SOHZWYA12AB018307C,ARQQSZK1187B99F854,tech house,Hot Rod,0
4682,SOFHRVN12A8C13F587,AR82QSN1187FB41EC9,post-grunge,Coke (Live),0
4683,SONPVFL12A81C22ADA,ARD0FN11187B9B25CD,brill building pop,Drown In My Own Tears (LP Version),0
4684,SOMDTUH12AC4687D93,ARAPI451187B9B6E6F,ccm,Fan Into Flame,0
4685,SONTOBA12AC4689054,ARXK4ZA1187B99753A,crunk,Druzya,0
4686,SOZHSPI12A8C1339E6,ARN6M7I1187FB4DEAF,progressive metal,Ability To Create A War,2007
4687,SOGFXIK12A6D4F615B,ARMEYJD1187B9A4522,math-core,Pants_ Meet Shit,2003
4688,SONQTFK12AB0180BAC,ARV2F621187B993BF6,bluegrass,McHattie's Waltz,2000
4689,SODTRYX12AC4689826,AR1X2H01187B98CCF2,chanson,Aa S'est PassA(c) Un Dimanche,0
4690,SOHGLKT12A8C13AF29,ARD2NDU1187B99B615,celtic punk,Going Strong (Album Version),0
4691,SOUDHLD12AB0189DF7,ARBINER1187B994686,folk-pop,Heavy Heart (Album Version),0
4692,SOBTXSH12A8C146024,ARTKTYG1187FB40CBA,progressive house,DendemA$?nner braucht das Land,2006
4693,SOFSARM12AB017C9FB,ARD7U0O1187FB5531A,chanson,Un P'Tit Brin De Musette,2001
4694,SOBFZMO12A8C13ECC3,ARV8T9T1187B99F3F4,progressive metal,And I Hear You Call,1997
4695,SONUMRQ12AB017E917,ARGUNFT1187FB3B140,roots rock,Somewhere In Time,0
4696,SOFQBMN12A8C1428AD,AR65K7A1187FB4DAA4,hip hop,Single Ladies (Put A Ring On It),2008
4697,SOGQNDO12AB0181930,AR0JURX1187FB3C8FF,progressive house,Ninja Mental,1996
4698,SOVXPSE12A6D4F87B5,ARRXG5Y1187B9AA016,rap,Tony Yayo Explosion,2002
4699,SOISSKN12AB01888AF,AR7BMMV1187FB5B2D7,blues-rock,Ain't Got Nothin' But The Blues (Album Version),1988
4700,SOVXQVR12A8C132852,ARIUHYM1187B9AEAE4,power pop,Soaked In Cinnamon,0
4701,SOTXLKT12A8C144768,ARGY9FW1187B991C7D,freestyle,Make It Funky (Album Version),1988
4702,SOMDZTP12AB018672C,AR01IP11187B9AF5D2,straight edge,Now And Forever,2006
4703,SOEEESC12AB01835B1,AR8BUVM1187FB4D94D,indie pop,I Could Be Dreaming,1996
4704,SOUBXTR12AB0186DF5,ARO3SS31187FB3729C,comedy rock,Slap U Around,1994
4705,SOBBGMF12AB018758C,AR2S6UD1187B9B944F,folk rock,La MamA! De Jimmy,1999
4706,SORELXV12A8C13BF00,ARMHAI21187B9A844A,dancehall,Like A Freza,0
4707,SOHJLBS12AB018B305,AR2D0XK1187B98EC4A,orchestra,Lets Go Amigos - Tail,0
4708,SOTQUUI12A8C1390F0,ARQ4OZM1187B991229,chanson,BourrA(c)e des Monts d'Aubrac,0
4709,SORUXNU12A67AE1311,ARFNJ4O1187B9A204B,dream pop,Guardian Angel,0
4710,SOJDMUS12AB018259A,ARW90Y31187B98FC7C,dancehall,My Heart Is Booked,0
4711,SOXYYDN12A8C13D848,ARB4ROA1187B9ACAEC,roots reggae,Skank and Dub,0
4712,SODXFCU12A58A78087,ARC1CJB1187B99FCA4,death core,ABCD Medley,0
4713,SOZKCNZ12A6D4FCAA3,ARSX3I61187B98FAC7,country blues,It Won't Be Long Now,2005
4714,SOHKCZR12A6D4FB24B,ARN5W1B1187B98BE10,roots reggae,Another Love Song,2005
4715,SOGOQKY12A8C142CBD,AR198711187B9AD09F,pop rock,Good Times Have Done Me Wrong (live) - exclusive version,0
4716,SOZWKVJ12AB0188D0E,ARWGY6U1187B98B228,salsa,Me Dicen El Feliz,0
4717,SOOXJSH12A8C137DD1,AR49IQD1187FB37EA7,gangster rap,Pu**y Pop,0
4718,SONCQJK12A8C141A3A,AROVJWM1187B98E649,western swing,Cabiria,2009
4719,SOQPKMA12A8C134BD1,ARW70HR1187B9A358C,merengue,Un Espacio Para Andar (2002 Digital Remaster),0
4720,SOFTZZW12AB0184ED6,ARYB42B1187FB37B01,chanson,"Plus chA""re la vie",2009
4721,SOILGAJ12A6D4F79D8,AR8RXRI1187FB4104B,funk,We Got You (Featuring Jaguar),0
4722,SOCPGYO12A6D4FBE11,ARY5TFK1187B9BA2BD,acid jazz,Entanglement,2005
4723,SOONWCU12AB017EF1F,AREUMQS1187FB3AC8F,hip hop,Alla Fine Di Tutto Questo,2009
4724,SOGMVDA12A8C140799,ARGBGC71187FB3DD0B,bass music,Sounds Of The City,0
4725,SODUQPC12AC468D0FA,AR567PN1187FB4B4F2,future jazz,Orchard,0
4726,SOCCUAU12A6BD56BE7,ARGDENL1250940EE3B,comedy,The Impala Incident (The Fifth Annual End Of The World Tour),0
4727,SOUYYZV12A6D4FBE40,ARHKQGH1187B9A4DB4,heavy metal,Frei zu sein,2008
4728,SOASECA12AB01875F6,ARPRQSD12086C16679,heartland rock,Finally,0
4729,SOILALF12A8C146C98,ARMM7T01187B9B31E0,future jazz,Now I'm All Over The Place_ Scoob (Album Version),2008
4730,SOOLZNN12A8AE47E47,ARBHPBX1187FB47102,southern gospel,Left Behind,0
4731,SOKNYCV12A8C137625,ARHKQGH1187B9A4DB4,heavy metal,Signapur,2005
4732,SOYITPH12A58A7CA96,ARPGT071187B9A6512,blues-rock,History Of Jody,0
4733,SOBFOZC12A8C143BE8,AROBHK51187B9AD82B,post-hardcore,Juneau [Live],2007
4734,SOGRJSY12A8C13C25E,ARF1PSM1187B9B802A,post-grunge,Posterchild for Tragedy,2001
4735,SOYNEVM12AB018439A,ARBEBBY1187B9B43DB,heartland rock,Wildflowers (Album Version),1994
4736,SOHPRWZ12AB0180B14,ARLQOVG1241B9CAD7B,club,Come All Over Me,0
4737,SOSBSFC12AC960A17A,ARFYXXA1187B995861,bel canto,Handel: Alcina: Tornami a vagheggiar,0
4738,SORAOMT12A8C140327,AR80OOA1187B98E726,bossa nova,Matter Of Fact,1993
4739,SOPKWKW12A8C1312BC,ARHI20L1187FB4C997,blues-rock,Head For Backstage Pass,1976
4740,SOXNMJY12A81357342,ARDY3451187B9A0226,country rock,Santa Claus Is Coming To Town,1999
4741,SOVBLWJ12A6D4F6EE4,ARTZXUP11F4C83D65B,all-female,He's A Rebel,0
4742,SOXVCSA12A8C137504,ARXJJSN1187B98CB37,ccm,Everyday,2000
4743,SOXPAAZ12A8C13F495,ARY55LO1187B9A3F17,dirty south rap,Let's Plan A Robbery,2005
4744,SOREDLN12A58A7CD54,AR2HFII1187FB378BC,vocal house,Plastic Dreams,1992
4745,SOOCTOA12A8C13C2BD,ARDK87R1187B98D51C,power pop,Carol,1999
4746,SOUSGXU12AC468B613,ARMD0G81187B99A519,ccm,Boyfriends,0
4747,SODBPRG12A81C21AE1,ARQY95Q1187FB3E53A,post-grunge,Taste You,2004
4748,SONYLMS12A58A7C76D,ARUBDQW1187B98D775,tribal house,Treat Me Right (Jon Cutler Album Version),0
4749,SOIPALY12A8C134921,AR6CLFP1187B9ACB94,power pop,Come To Me Tonight,1998
4750,SOYAKYV12A8C1366D6,ARJRQL51187FB541AB,tango,Todo A Mi Favor,0
4751,SOBSCBT12AB01838DA,AR4TLW81187B99683D,blue-eyed soul,Caught In The Rain,1996
4752,SOILKFY12AB01859FF,ARTPGR61187B98B0F6,lovers rock,Dancehall Man,0
4753,SONPFMD12AB017C1B3,AR6PJ8R1187FB5AD70,dance pop,TAo,1998
4754,SOREWHH12A58A7CDF8,ARAJ5XN1187B9B578B,chicago blues,Country Preacher,0
4755,SOYPZAE12A81C1FDC3,AR1OBRC1187FB59AD4,black metal,Chant For Eschaton 2000,1999
4756,SOHCYND12AF72A3CD9,AR190KO1187B9905EC,post-grunge,Deliverance,2006
4757,SOJKXAO12A58A7CB4F,AR3752L1187FB4B67E,power pop,Better Be Good,1976
4758,SODHZNC12A8AE47F36,AR0BV7E1187FB386C1,instrumental pop,Good Question  (LP Version),0
4759,SOBQXVB12A8C138200,ARKU2GK1187B98C8AB,hard rock,Bing,1992
4760,SOXCLCB12AB01829E2,ARYFXQ21187FB4DAEF,latin jazz,Morning,1999
4761,SOUJZUN12AB0183A9B,ARXTYER12086C167DD,dubstep,Walk in the Park,0
4762,SOGTWZP12AB018545B,ARMOBJT11F50C4A101,free jazz,Only If You Live There,0
4763,SOEMXXF12A6D4F932C,ARI4S0E1187B9B06C0,celtic,Waterfall (Spirit Of The Rainforest Album Version),0
4764,SOONKCD12AB018353D,ARY7ERS1187B9903AE,hard trance,Operation Love,0
4765,SOYTTHD12A6D4FACA0,ARPK1CM1187B9B6B9C,serialism,Stereophonic Presentation - Kokoro_ Pt. 5,0
4766,SOSYYND12AB0186F9A,ARWPLGU1187B9A8255,folk metal,Dumy Moi-Zamicy Dal Nie...,0
4767,SOHIWMI12AB017C48B,ARKFJMK11F50C4F213,melbourne,Need Not,0
4768,SOQVHOW12AC46885EE,ARW2I321187B9A9F87,gaita,A Galicia Vente Xa,0
4769,SOPWSJD12A8C134A1A,ARC4HSQ1187FB55940,neoclassical,Always,2007
4770,SOSFYHJ12A8C13AF10,ARWTWYV1187B996D8B,free improvisation,Track 04,0
4771,SOGXADW12AB0183042,AR16T2D1187B98ABF4,hip hop,No Mercy Remix (Cade Money Remix),2007
4772,SORLFPE12A6D4F2B84,ARBQ5TQ1187B992B8A,happy hardcore,Bad Creation,2007
4773,SOESVVP12CF5F8799A,ARW9FP41187B98C2A7,soft rock,A Whiter Shade Of Pale,1995
4774,SOSDYAS12AB0180457,ARA3I0J1187FB57869,power pop,All Of This,2003
4775,SOORZRU12AC468A12D,ARKJKVO1187FB49D0A,chanson,Chanson sous la pluie,2002
4776,SOPQTWV12AC3DF9853,ARNNBW81187FB55594,singer-songwriter,Like a Bird Pulling Up At a Worm,0
4777,SOBPRXH12AB01824D8,ARFONSP11F50C4D175,blues-rock,Buried Alive In The Blues,0
4778,SOEMIKT12A8AE4884B,ARPAH7U1187B9A308F,roots reggae,I Can't Help,0
4779,SOJZOST12A8C139DA4,ARYN80Y1187FB49F36,afrobeat,East,0
4780,SOXTCSF12A8AE4628A,AR65K7A1187FB4DAA4,hip hop,Ring The Alarm,2006
4781,SOMCYNS12A58A7B8BE,ARS2W231187B99EDEC,pop rap,Wanna Hurt Mase? (Album Version),0
4782,SOMORVY12A8C144093,ARGY9FW1187B991C7D,freestyle,Seek 300,1997
4783,SOZZQBH12A6D4FAFD8,ARHWVGW1187FB41479,blues-rock,Thank You Mr. Poobah ( Remastered 97' Version ),0
4784,SOMORZB12AB0188412,AR0OEYB1187FB4A81E,chill-out,Going Home (Acoustic),0
4785,SOIXLZQ12AB018CE35,ARE08BN1187B98FCA3,experimental rock,Alte Pizza,1988
4786,SOKAJCZ12AB0186428,AR4NTMG1187B9B5C17,breakcore,Everything Has Changed,0
4787,SOGSSOW12AB0189E3E,AR43KFF1187B9B74B1,new orleans blues,Goin' Upstairs (Little Freddie King),0
4788,SOUPVWK12A6310EF7A,ARH6W4X1187B99274F,british pop,Fast-Track,2001
4789,SOIIGWW12A81C23437,ARLSF8H1187B9A76B0,black metal,The Chosen Legacy,2007
4790,SOCJFRN12A8AE459BF,ARD3ICK1187B9A56C9,roots reggae,Show Of Love,0
4791,SOAASSD12AB0181AA6,ARKXLIJ1187B9A4C54,orchestra,Song From Moulin Rouge,0
4792,SOWMWFG12AB017F371,ARI4S0E1187B9B06C0,celtic,Drifting,2009
4793,SOCIAAX12A58A7CEDB,ARNDTKL1187B9AF57C,jangle pop,The Ghost At #1,2006
4794,SOYHENM12A8C13BEAD,ARUP5LV1187FB50BD8,video game music,Blues 666,0
4795,SOVUNDW12A58A7AF38,ARE17W51187FB5381B,progressive house,Amidar (CCCP Mix),0
4796,SOZTNUV12A58A7FCB5,AR6PJ8R1187FB5AD70,dance pop,Donde Estas Corazon,1997
4797,SOWLLSW12AB0184EE8,ARBYBBY11F4C8458A8,breakbeat,Down A Notch,0
4798,SOKUWZA12AB017FB9B,ARFILWJ1187B9ADDBF,lullaby,Balada De La Mariposa,0
4799,SOUMIYO12A6D4FD73C,ARIJC9L11C8A415690,hard trance,Unutmam,2008
4800,SOCOMAW12AB017EE59,AR392MV1187FB3C3FE,brill building pop,You Were Only Fooling,0
4801,SOQKAFW12A67ADA4C6,ARSE5NP1187B9B98AB,gangster rap,Hope  (Edited Album Version),2004
4802,SOIQENV12A8C133A29,ARH861H1187B9B799E,honky tonk,Lonesome To The Bone,1974
4803,SOBTTPI12A8C1406EF,ARNMWP51187FB3E963,chicago soul,Soul Music (ReMastered),2006
4804,SONNXJI12A58A7AD05,ARCF06I1187B995398,trip hop,The Avenue (Zack W. Remix),0
4805,SOPOSOZ12AB018C568,ARV8DLF1187B9A4C7C,southern gospel,I've Come This Far by Faith,0
4806,SOGPBBU12A67AE219E,AR4SOKG1187B98D2B0,pop rock,Bruttosozialprodukt,1982
4807,SOHWQKE12AB0187F90,AR6VWIR1187B98C1E9,world beat,Turu wilakuy,0
4808,SOQUEQP12A8C1397DE,AR9XZPA1187B9AC7D4,dubtronica,The Tube,2008
4809,SOCMHVU12A8C13A274,AR18AJW1187FB3F9FA,chinese music,Si Xin De Li You,0
4810,SOPAQJH12AB018BAFC,AR93K7R1187B9AC92A,blues,"GrA,nn Dame_ RA,d Klut (Sangen Om Boken Om Damen Anne Enger Lahnstein)",0
4811,SOXOKBA12CF54651D5,ARYJSY01187B9B7C65,bluegrass,I'm Running Out Of Love,2008
4812,SODUOQU12A58A7D2A8,ART3O5Z1187B9AB043,texas blues,The House Is Rockin',1994
4813,SOOWFID12AC9DCED58,ARFQCJT1187FB3C099,folk rock,Medley: Bobby Stenhouse; Braes Of Gleniffer; Girl In A Blue Dress,0
4814,SOCQEJA12AB0187390,AR1LKDU1187B991E0B,ccm,The Room,0
4815,SOSLDDI12AB0180835,ARTWNNQ1187B9A15BC,lovers rock,Magic Carpet Ride - Original,0
4816,SOYCHDB12A8C13F2C8,ARR3ONV1187B9A2F59,art rock,Can't Take My Eyes Off You,0
4817,SOAZGGS12A8AE457F4,ARWENXU12454A2DE56,dance pop,Mo Jing,0
4818,SOCTFYZ12AB018CE46,ARATH401187B98A7DE,hip hop,Love,0
4819,SOIZPQD12AB017E788,ARAI3SX1187B9A3A9A,grindcore,Crystal Clear,0
4820,SOKPMSE12A8C135993,ARF4V431187FB3AA41,folk-pop,China Doll,2002
4821,SOTKJLB12A6D4F785A,ARFQ7RR1187FB3CC0A,breakbeat,Dancing Drums,1997
4822,SOKHNPX12A8C14512E,AR7QAHN1187FB35F8B,doo-wop,Show Fifteen with Bernard Sampson & Robert Sewell,0
4823,SOZMGEI12AB018DA91,AR2MEUK1187B992D1B,symphonic rock,Colour My XTC,0
4824,SOAJLLN12AB0184718,ART9GX11187B9B0EDC,pop rock,The Other Side,2009
4825,SOEYVTH12A8C138E6E,AROQ9OT1187B99E88D,soukous,Yo Odeconer,2006
4826,SOAMORU12A8C137E6F,ARAZF6G1187FB5A0C1,chanson,Voici Les ClA(c)s,1999
4827,SOXYNYD12A8C13DF7B,ARNLOX91187B990BFC,soukous,Kassoule,0
4828,SOBGWIG12A6D4F6329,ARKQ9JM1187FB57521,gangster rap,Aziatic (Outro),2002
4829,SOUTRYP12A8AE46BC6,AR13CXU1187B9AD30A,new wave,Inoculated City,1982
4830,SOYSHUA12A58A7CEBF,AR1BZED1187FB4CDEE,ballad,Make This Love Last,1992
4831,SOWZOIY12AB0181FD3,ARNNQ9E1187FB3C82F,dancehall,Problem Inna the System,2001
4832,SOFUTDG12AB018A272,ARRHXNC1187B98C169,breakcore,Le complexe de Sisyphe,0
4833,SOKIGAA12AB0184D4F,ARID75M1187B9B8341,ccm,Honor The Lord (He Holds The Keys Album Version),0
4834,SOGTHVT12A6D4FC435,ARD4C1I1187FB4B0C3,art rock,The Grand Vizier's Garden Party (Entrance) (1994 Digital Remaster),0
4835,SOIMXWW12A8C140FDD,AR56CNM1187B99442A,black metal,Babylon,1995
4836,SOAPZIG12A6D4F7920,ARDCFNZ1187FB3DDB0,dance pop,Dicen Por Ahi,1998
4837,SOCZOTF12AB018C245,AR14CJ91187FB3A994,honky tonk,Enclosed_ One Broken Heart,0
4838,SOQWJDW12AB01829EE,ARD7U0O1187FB5531A,chanson,Jalousie,0
4839,SOGLLSY12AB01856CF,ARJDMBO1187B9AD118,roots reggae,Turn Me On,0
4840,SOAWEQT12A8C13AC84,ARGR98V1187FB3A1B9,tech house,Du Verstehst Mich Nicht,2005
4841,SOESTLC12A58A767BC,AR8RXRI1187FB4104B,funk,100% Dundee,0
4842,SOWREHW12AB0186FE8,ARXGICZ1187FB444DD,big band,Breezin' Along With the Breeze,0
4843,SOIDLER12A81C21607,ARRV3LG1187B989905,progressive house,Future Traffic Song,2002
4844,SOGALXT12A8C1332F5,ARG3UX61187B9AC05A,southern rock,I Don't Give a F**k,0
4845,SOEMGOC12AB018790A,ARZ8S071187B993849,mambo,Mango Del Monte,2001
4846,SOGRXSE12A6D4FB47C,AR5O6W51187FB46984,pop rap,The First The Last Eternity (Till The End) (feat. Summer) (GDC Mix),0
4847,SOAGAFW12AB0181E97,ARRVIZY1187FB41246,twee pop,Feel Better,0
4848,SOMZIPX12B34F32E77,ARGBNIX11F50C50A01,british pop,Den Me Agapas,0
4849,SOQWQSK12AB0180210,AR0VZWC1187B99BA57,speedcore,Compromise,2002
4850,SOBLURN12AB018064A,ARCHMYZ11EB9C820A9,orchestra,The Queen's Treatment,0
4851,SOROJLB12A81C2178B,ARNARI81187FB3C9A7,latin jazz,Tomara (I Wish),1994
4852,SOJFAXW12AB018D3BE,ARPYQNG1187FB4AF63,experimental rock,Get Moose and Squirrel,1995
4853,SOKNRNY12A8C143B32,ARZAHDN1187B9B4BED,dub,Slab Ridaz (feat. Lucky Luciano & Filero),0
4854,SOCMUOM12AC90730BB,ARA7WV51187FB532B0,shock rock,Outskirts Of Life,0
4855,SOBUKEN12AB018CEA2,AR0Q5531187FB45143,ccm,A Broken Heart,0
4856,SOZLSQF12AB01852C1,ARYGXKQ11E2835CE3B,rap,Styles P Speaks (Interlude),0
4857,SOAEQKJ12A58A761EA,ART62WC1187FB47E80,gangster rap,Certified Gangstas (featuring Jim Jones Camron & Bezell),0
4858,SOQTLMB12A58A7DBFF,ARML8X41187B990644,new wave,Sanctify Yourself (Extended Remix),0
4859,SOHYKZG12A6D4FAF0A,AR2KSTE1187FB57A36,ccm,Hollow Eyes (Beat The System Album Version),0
4860,SOHYVTD12A8C130A40,ARCEEC91187B9AC4FB,dance pop,When A Man Loves A Woman,2008
4861,SOACEXG12AC468D8FB,ARMUCXW11F50C4BFEC,melbourne,Party Favours,0
4862,SOBQKAH12A8C1362DF,ARQ4OZM1187B991229,chanson,Sous les chataigniers,0
4863,SOHOOPX12A58A7951E,ARKQ6QN1187B9B016D,jungle music,124,1997
4864,SOZLPXW12A6D4F80FE,AROLZEM1187B9A805E,avantgarde metal,Gemini,0
4865,SONNELS12AB018048F,ARRDRI71187FB46EAA,folk-pop,Plans (Cover Version - Original by Grizzly Bear),0
4866,SOLDQOV12A6D4F5BBB,AR21JV01187B999138,hard house,Find us Faithful,0
4867,SONZTSK12AB018C5A1,ARAVPU21187B993957,doo-wop,Are You Putting Me On The Shelf,1995
4868,SOHQASI12A58A78CDC,ARML8X41187B990644,new wave,Hunter And The Hunted (Live),1983
4869,SOGXXTV12AB018B61D,ART9Z1P1187FB36C94,samba,Happy Beat,0
4870,SOOQGOK12AB0185F23,ARNDFTA125FEF32B22,musica,Per Colpa Tua,2010
4871,SOMBZVH12A6D4FC797,ARTWWNA1187B9B3BD7,tech house,Hur hur murmioon,0
4872,SOJKRUL12A8C137034,AR6EVQA1187B9AA1DF,dancehall,100%,1992
4873,SOZDQJS12A8C131CCB,ARSF0K11187B9AF319,folk-pop,Down In The Hole,0
4874,SOZMXUV12AF72A507A,AROF4LP1187FB41C51,tejano,La Llamada,0
4875,SORYKAR12A8C13048C,ARMSW7X1187FB5B504,new age,Dream Of Ice,1998
4876,SOAVNYB12AB0182731,ARVWIEH1187B9B39B5,post-hardcore,REALIZATION: REMORSE,2008
4877,SOXVPPB12AB0185A28,ARIRBO11187FB4B219,zydeco,Visitor,0
4878,SOGHBHI12A6D4FA67E,AR5ZVJ91187B99083A,dance rock,Soul Simplicity,1996
4879,SOKVWUH12A58A7D2CD,AROMB601187B991317,modern rock,Put It Off Until Tomorrow,2006
4880,SOIBMJF12A58A7DFCE,ARS7E2E1187FB361BC,folk-pop,Groundhog Day f/Cee-Lo Green & DJ Craze,0
4881,SOPMGRB12A6701E98E,AR12F2S1187FB56EEF,blues-rock,Livin' On The Edge,1993
4882,SOKZCIU12A8C13EC0D,AREPD8D1187FB3F5BC,post-grunge,Come Around (Acoustic),0
4883,SOUFPFU12AB01854D3,ARVMHOI12802FDF5DE,rumba,El Sabor lo Pongo Yo,0
4884,SOPFNGN12A6D4FB47B,AR5O6W51187FB46984,pop rap,Mary Had A Little Boy (Maestro Mix),1996
4885,SOREPXL12A67ADE7DA,ARD5SR21187B9B5F4A,german pop,Onni,1978
4886,SOZYDBD12AF72A30E7,ARZWK2R1187B98F09F,hardcore punk,1000 Good Intentions,2001
4887,SOTTGWB12A6D4F58C6,ARTJJZZ1187B9BA5E7,bhangra,Jaan - Interlude,2006
4888,SOUTVOS12AB0189D62,AR8FMEN1187FB4A657,heavy metal,Zanzibar,2000
4889,SOGSJVU12A6D4F8735,ARGMXQW1187FB54C34,brazilian jazz,All The Things You Are,1995
4890,SORUVQF12AB017D220,ARC2HVM1187B98CE05,ccm,I Surrender All,1998
4891,SOCJMUC12AB01859E9,ARTX57T1187B98F34B,dancehall,I'm Wondering,0
4892,SOGSUTX12AB018C0E9,ARA7EEC1187FB4C392,los angeles,Starlight,2008
4893,SOBRZCG12A6702187D,ARAXU5Z1187B98FECD,hip hop,White Light,2005
4894,SOEWXOF12AC468B5C8,ARWSCGO1269FCD5E49,screamo,Gedroomd,2009
4895,SOKUPZU12AB018379B,ARID1TK1187FB4CFB8,pop rock,Everything I Need,2008
4896,SOFRDRA12A8C1419D9,ARLNSD41187FB4D9A0,ballad,Cuore Appassionato,0
4897,SOZHYMW12AB017E8EE,ARO0R521187B98A2D1,skate punk,Cancion De Amor,1999
4898,SOCLIXD12A58A7B60D,ARZ1YNY1187B9B673A,ccm,Last Thursday (Call Me Crazy),0
4899,SOYINSW12B0B80BEBD,AR9O98A1187FB39621,indie rock,Between Love & Hate,2003
4900,SOHPCSX12A8C13F224,ARSQDUN1187B98D7D7,hip hop,Dungeon Master,1997
4901,SOPUKRF12A8C137FF4,ARB9WJ11187B98BF17,jazz funk,Blue Cave,0
4902,SOHGJTR12A6D4FB972,ARIRD6J1187FB5A98C,roots reggae,Walking Through the Ghetto,1979
4903,SOCBMSI12A8AE49124,AR3QRJ91187B98E4C2,chanson,Laquelle Des Deux Est La Plus Snob,1969
4904,SOPOWPY12A8C13A4D0,ARJRQL51187FB541AB,tango,Estas Listo,0
4905,SOTFFCM12A8C140BC2,AR15O341187B9B182C,pop folk,Endeka Para,0
4906,SOXXPIC12AB017EA44,ARLLRL61187B9B6698,rock 'n roll,Near My Soul,1996
4907,SOLAFZG12A8C135358,ARSK4D11187B9BA046,freestyle,Something 'Bout Love,1997
4908,SOHDIHR12A6D4F913F,ARI2JSK1187FB496EF,jazz funk,Sangha the Outcast,0
4909,SOUQDHF12A8C13B70C,AR03BDP1187FB5B324,dance pop,My Prerogative,2004
4910,SOOWOMX12AB018844A,ARCZ20M1187FB49687,country rock,Ol' Mother Earth (Album Version),0
4911,SOAHOBN12AB01835BF,ARDTPOC1241B9CE246,ghetto tech,Bass Fanactiks,0
4912,SONELCM12A8C14114B,AR56P361187B9AC4DB,blues-rock,All Your Love [Live 1999],0
4913,SOWAVGA12A58A7A6A2,AR47RVG1187B995CE7,progressive house,Stereo + Video,0
4914,SOIBNUC12A8C140158,ARYCP7D1187B99516B,blues-rock,Bazooka,0
4915,SOOYLGJ12A58A7B465,ARZ3JUB1187B99A5AC,southern rock,Black Night,2004
4916,SORCJFO12A6BD54EBD,AR5EQRI1187FB41287,easy listening,Geh,0
4917,SOMEYFE12AB018BA5B,ARDW5AW1187FB55708,country rock,Cry Like An Angel,1989
4918,SOTKIJC12AB017C558,ARY4M3J1187B9AC94C,folk rock,Waiting For A Train [Live],0
4919,SOFJDJH12A8C136932,AR7QBU11187B9890B5,soukous,Menssa,0
